"";"reporter";"year";"sum";"qt";"tech"
"1146";"Finland";1996;11076340960;1795024338;"MED"
"1147";"Finland";1997;10786526503;2018771248;"MED"
"1148";"Finland";1998;11106220407;2139182028;"MED"
"1149";"Finland";1999;10326979986;2032467925;"MED"
"1150";"Finland";2000;10434116058;3270488229;"MED"
"1151";"Finland";2001;11957395318;3699276582;"MED"
"1152";"Finland";2002;11785435028;3902087792;"MED"
"1153";"Finland";2003;14183537237;4225014051;"MED"
"1154";"Finland";2004;16781165431;4206270375;"MED"
"1155";"Finland";2005;18205941363;4234390140;"MED"
"1156";"Finland";2006;21886409560;5058754657;"MED"
"1157";"Finland";2007;26971229701;5108293120;"MED"
"1158";"Finland";2008;30564889039;3376038416;"MED"
"1159";"Finland";2009;19137630224;3482220508;"MED"
"1160";"Finland";2010;21532233303;5201362189;"MED"
"1161";"Finland";2011;23740046237;3727851541;"MED"
"1162";"Finland";2012;21236745343;1780366136;"MED"
"1163";"Finland";2013;21742000067;3191137197;"MED"
"1164";"Finland";2014;21252125453;3123118655;"MED"
"1165";"Finland";2015;17838524436;3228413684;"MED"
"1166";"Finland";2016;16732526515;2888236874;"MED"
"1167";"Finland";2017;20844265677,658;2687471944;"MED"
"1168";"Finland";2018;23366341306,042;3569191178;"MED"
"1169";"Finland";2019;24586326980,243;1706139968;"MED"
"1170";"Finland";2020;21216910061,49;2870789896;"MED"
"1171";"Finland";2021;24963769537,559;2903964357;"MED"
"1172";"France";1988;56415291292;15986638257;"MED"
"1173";"France";1989;60498818178;17282996745;"MED"
"1174";"France";1990;76874507320;17865149346;"MED"
"1175";"France";1991;77754304600;18533283360;"MED"
"1176";"France";1992;85820408297;18869762781;"MED"
"1177";"France";1993;74737882777;20583774763;"MED"
"1178";"France";1994;84204869734;19384204173;"MED"
"1179";"France";1995;101000138240;19657426781;"MED"
"1180";"France";1996;103696325374;21236209346;"MED"
"1181";"France";1997;101765576268;22197951867;"MED"
"1182";"France";1998;111083334060;23515897206;"MED"
"1183";"France";1999;109868627542;25105472366;"MED"
"1184";"France";2000;106769150032;26446523851;"MED"
"1185";"France";2001;108072488370;26688268137;"MED"
"1186";"France";2002;116135776586;27525938049;"MED"
"1187";"France";2003;138552986374;27783678447;"MED"
"1188";"France";2004;160993374898;29210049721;"MED"
"1189";"France";2005;166138061177;29701226673;"MED"
"1190";"France";2006;177865199089;30399590537;"MED"
"1191";"France";2007;203792524192;29330386171;"MED"
"1192";"France";2008;215369360730;27319334411;"MED"
"1193";"France";2009;159608533957;22053976504;"MED"
"1194";"France";2010;171731530443;20939260835;"MED"
"1195";"France";2011;195495223005;26680616600;"MED"
"1196";"France";2012;183196622282;26631900566;"MED"
"1197";"France";2013;186074709716;24605866280;"MED"
"1198";"France";2014;189238190826;25376016304;"MED"
"1199";"France";2015;167188001298;25312445218;"MED"
"1200";"France";2016;168749670367;25309334859;"MED"
"1201";"France";2017;183440066848,102;17358448281;"MED"
"1202";"France";2018;202619291226,018;7505048454;"MED"
"1203";"France";2019;197153704091,982;17246567480;"MED"
"1204";"France";2020;167428081867,805;23153083926;"MED"
"1205";"France";2021;200781623053,773;21659484270;"MED"
"1206";"Germany";1991;195694926664;40096493127;"MED"
"1207";"Germany";1992;213070388696;40407477343;"MED"
"1208";"Germany";1993;172769064336;39515153653;"MED"
"1209";"Germany";1994;198129110136;42759876934;"MED"
"1210";"Germany";1995;241530454208;43168407973;"MED"
"1211";"Germany";1996;248262397576;45858701199;"MED"
"1212";"Germany";1997;243209484892;49972886453;"MED"
"1213";"Germany";1998;261868104216;51606235394;"MED"
"1214";"Germany";1999;257667238752;52529955807;"MED"
"1215";"Germany";2000;251280362000;55363341357;"MED"
"1216";"Germany";2001;271472754000;58609639972;"MED"
"1217";"Germany";2002;298560921000;61389873303;"MED"
"1218";"Germany";2003;353910137000;61754171346;"MED"
"1219";"Germany";2004;420739563000;66876333467;"MED"
"1220";"Germany";2005;463599972000;72109390587;"MED"
"1221";"Germany";2006;522786092000;77673753749;"MED"
"1222";"Germany";2007;610638890000;81214229760;"MED"
"1223";"Germany";2008;666836188965,493;61176684233;"MED"
"1224";"Germany";2009;493049686332,003;46005893296;"MED"
"1225";"Germany";2010;569856691624,446;59826051651;"MED"
"1226";"Germany";2011;679540830019,606;74394521593;"MED"
"1227";"Germany";2012;643839001017,683;70882437763;"MED"
"1228";"Germany";2013;664768364064,027;72795688936;"MED"
"1229";"Germany";2014;690570587143,575;73719809884;"MED"
"1230";"Germany";2015;614239444465,325;75486236009;"MED"
"1231";"Germany";2016;621322520787,169;76858339190;"MED"
"1232";"Germany";2017;678019970194,766;79108435065;"MED"
"1233";"Germany";2018;719964260283,957;77522142401;"MED"
"1234";"Germany";2019;680402541782,223;74134171747;"MED"
"1235";"Germany";2020;615696566602,558;65480695776;"MED"
"1236";"Germany";2021;719006361687,676;70795813792;"MED"
"1237";"Greece";1988;361285160;480138482;"MED"
"1238";"Greece";1989;705419096;1212494652;"MED"
"1239";"Greece";1990;746853958;1192514944;"MED"
"1240";"Greece";1991;607114518;919207368;"MED"
"1241";"Greece";1992;729454006;1230660009;"MED"
"1242";"Greece";1993;761977082;1133630634;"MED"
"1243";"Greece";1994;816194672;951878551;"MED"
"1244";"Greece";1995;1203510191;1445736401;"MED"
"1245";"Greece";1996;1405543470;1689992532;"MED"
"1246";"Greece";1997;1412168902;1509439290;"MED"
"1247";"Greece";1998;1509892250;1660797774;"MED"
"1248";"Greece";1999;1436017051;1505415492;"MED"
"1249";"Greece";2000;1453025582;1899077312;"MED"
"1250";"Greece";2001;1582287598;1958820811;"MED"
"1251";"Greece";2002;1834028324;1990884920;"MED"
"1252";"Greece";2003;2457598407;2419571842;"MED"
"1253";"Greece";2004;2920962650;2293520554;"MED"
"1254";"Greece";2005;3294012434;2484680670;"MED"
"1255";"Greece";2006;3858494853;2555253061;"MED"
"1256";"Greece";2007;4857714532;2890229450;"MED"
"1257";"Greece";2008;5596906065;3065721639;"MED"
"1258";"Greece";2009;3935182059;2477437430;"MED"
"1259";"Greece";2010;4022035574;2895635678;"MED"
"1260";"Greece";2011;4585393593;2957792070;"MED"
"1261";"Greece";2012;4311911730;2651961500;"MED"
"1262";"Greece";2013;4141886367;2620893371;"MED"
"1263";"Greece";2014;4394028681;2683103848;"MED"
"1264";"Greece";2015;4028790185;2925928169;"MED"
"1265";"Greece";2016;3815869730;2690891271;"MED"
"1266";"Greece";2017;4293515305,807;3062880508;"MED"
"1267";"Greece";2018;5143085881,858;3275056743;"MED"
"1268";"Greece";2019;5029019373,962;2544177529;"MED"
"1269";"Greece";2020;5256977457,64;3273678423;"MED"
"1270";"Greece";2021;6403488809,222;3182402659;"MED"
"1271";"Ireland";1988;2992527727;759962656;"MED"
"1272";"Ireland";1989;3124020516;833591304;"MED"
"1273";"Ireland";1990;3690647185;797697992;"MED"
"1274";"Ireland";1991;3891065218;797357349;"MED"
"1275";"Ireland";1992;4214118435;677564294;"MED"
"1276";"Ireland";1993;3811395745;916527121;"MED"
"1277";"Ireland";1994;4307696654;893814118;"MED"
"1278";"Ireland";1995;5085258266;1305120772;"MED"
"1279";"Ireland";1996;6378796972;953133921;"MED"
"1280";"Ireland";1997;7545108246;1054225439;"MED"
"1281";"Ireland";1998;7872450036;1108204274;"MED"
"1282";"Ireland";1999;8510062940;1032675657;"MED"
"1283";"Ireland";2000;8329714000,596;974213116;"MED"
"1284";"Ireland";2001;8906978628,122;1140002595;"MED"
"1285";"Ireland";2002;9053512609,702;1070272884;"MED"
"1286";"Ireland";2003;11713489400,329;746325278;"MED"
"1287";"Ireland";2004;14325208329,265;986864947;"MED"
"1288";"Ireland";2005;13061309797,777;915136880;"MED"
"1289";"Ireland";2006;13533850938,149;914618864;"MED"
"1290";"Ireland";2007;14625242849,899;965944720;"MED"
"1291";"Ireland";2008;18519255358,671;1026835282;"MED"
"1292";"Ireland";2009;16385341901,908;936841181;"MED"
"1293";"Ireland";2010;16110152392,356;872219034;"MED"
"1294";"Ireland";2011;17591639232,188;1007723146;"MED"
"1295";"Ireland";2012;16375717188,372;948225167;"MED"
"1296";"Ireland";2013;17761883532,915;929601111;"MED"
"1297";"Ireland";2014;18403716586,583;886543521;"MED"
"1298";"Ireland";2015;16789803358,18;943829978;"MED"
"1299";"Ireland";2016;17135788609,33;1037604679;"MED"
"1300";"Ireland";2017;18343934867,894;1136917366;"MED"
"1301";"Ireland";2018;19911037123,182;1098256603;"MED"
"1302";"Ireland";2019;20230939618,414;1128447500;"MED"
"1303";"Ireland";2020;17878825857,556;1080235056;"MED"
"1304";"Ireland";2021;21942213492,015;1233086867;"MED"
"1305";"Italy";1988;48558662400;12856166595;"MED"
"1306";"Italy";1989;53967383385;13693127775;"MED"
"1307";"Italy";1990;64167035571;13055367366;"MED"
"1308";"Italy";1991;65407464193;13128637285;"MED"
"1309";"Italy";1992;67954162391;13812534023;"MED"
"1310";"Italy";1993;64302201448;16148975466;"MED"
"1311";"Italy";1994;73304634696;16259865045;"MED"
"1312";"Italy";1995;92111487229;17640074251;"MED"
"1313";"Italy";1996;102305472336;18498716744;"MED"
"1314";"Italy";1997;97012225385;19081111066;"MED"
"1315";"Italy";1998;100011605321;19778100611;"MED"
"1316";"Italy";1999;95706418461;20005222963;"MED"
"1317";"Italy";2000;95292687571;22187581029;"MED"
"1318";"Italy";2001;97026976511;23587343347;"MED"
"1319";"Italy";2002;101512332143;23050617218;"MED"
"1320";"Italy";2003;121713037666;23067006239;"MED"
"1321";"Italy";2004;146294973489;24899386996;"MED"
"1322";"Italy";2005;152946692896;25798395246;"MED"
"1323";"Italy";2006;174032076048;28365850356;"MED"
"1324";"Italy";2007;214381390663;28212555876;"MED"
"1325";"Italy";2008;230424676150;28961907920;"MED"
"1326";"Italy";2009;167221282862;22323132306;"MED"
"1327";"Italy";2010;180358184210;24466847473;"MED"
"1328";"Italy";2011;210064878538;26976946173;"MED"
"1329";"Italy";2012;196033868289;26852963406;"MED"
"1330";"Italy";2013;206123983571;26251864245;"MED"
"1331";"Italy";2014;214825712127;26972266398;"MED"
"1332";"Italy";2015;190172906801,58;22477727329;"MED"
"1333";"Italy";2016;194028950502,946;22314204473;"MED"
"1334";"Italy";2017;209356434282,888;23673974316;"MED"
"1335";"Italy";2018;226101172518,342;19490464427;"MED"
"1336";"Italy";2019;213775391870,154;21660863035;"MED"
"1337";"Italy";2020;194396993112,402;18328625509;"MED"
"1338";"Italy";2021;235870993677,899;29256901608;"MED"
"1339";"Netherlands";1988;25654283007;16304575633;"MED"
"1340";"Netherlands";1989;26581444124;16540640075;"MED"
"1341";"Netherlands";1990;32116609370;17479505844;"MED"
"1342";"Netherlands";1991;32330528849;17836940331;"MED"
"1343";"Netherlands";1992;33226558133;17464748379;"MED"
"1344";"Netherlands";1993;29403392536;20622546958;"MED"
"1345";"Netherlands";1994;34373923100;20516846146;"MED"
"1346";"Netherlands";1995;42925393771;19748578955;"MED"
"1347";"Netherlands";1996;43146488240;21400916041;"MED"
"1348";"Netherlands";1997;44702162121;23504933821;"MED"
"1349";"Netherlands";1998;43474451757;13590171546;"MED"
"1350";"Netherlands";1999;42689084120;14219516415;"MED"
"1351";"Netherlands";2000;41956087984;17900776750;"MED"
"1352";"Netherlands";2001;42018192932;18008384515;"MED"
"1353";"Netherlands";2002;44965495016;19263248254;"MED"
"1354";"Netherlands";2003;56204770946;20909338651;"MED"
"1355";"Netherlands";2004;67976331245;21143253891;"MED"
"1356";"Netherlands";2005;75601731367;22251060529;"MED"
"1357";"Netherlands";2006;85817853996;25461561884;"MED"
"1358";"Netherlands";2007;110779952429;26645777175;"MED"
"1359";"Netherlands";2008;120976882349;22451695830;"MED"
"1360";"Netherlands";2009;90805258114;6730153099;"MED"
"1361";"Netherlands";2010;103967414234;26216555239;"MED"
"1362";"Netherlands";2011;135033145239,582;36305425979;"MED"
"1363";"Netherlands";2012;125554041003,392;33161951784;"MED"
"1364";"Netherlands";2013;130790354960,681;35596708196;"MED"
"1365";"Netherlands";2014;137482819510,922;35810293146;"MED"
"1366";"Netherlands";2015;118972650034,85;41047292448;"MED"
"1367";"Netherlands";2016;122466676285,033;41628724567;"MED"
"1368";"Netherlands";2017;140052605708;50743176720;"MED"
"1369";"Netherlands";2018;159274194206,05;41138766618;"MED"
"1370";"Netherlands";2019;158275081228,791;41194757672;"MED"
"1371";"Netherlands";2020;154982737522,02;41850952559;"MED"
"1372";"Netherlands";2021;196315391308,266;45309033803;"MED"
"1373";"Portugal";1988;2086574837;835593395;"MED"
"1374";"Portugal";1989;2495575577;809543208;"MED"
"1375";"Portugal";1990;3426300216;1028216664;"MED"
"1376";"Portugal";1991;3411239688;910189362;"MED"
"1377";"Portugal";1992;4221520995;1075029930;"MED"
"1378";"Portugal";1993;3557197356;939794871;"MED"
"1379";"Portugal";1994;4161208100;1078840717;"MED"
"1380";"Portugal";1995;6307448692;1253719806;"MED"
"1381";"Portugal";1996;7258458927;38844506773;"MED"
"1382";"Portugal";1997;7579800697;1773398228;"MED"
"1383";"Portugal";1998;8196219247;1946675470;"MED"
"1384";"Portugal";1999;8316335224;7976728230;"MED"
"1385";"Portugal";2000;7985521942;2216893171;"MED"
"1386";"Portugal";2001;7879717058;2143101646;"MED"
"1387";"Portugal";2002;8707216137;2393793741;"MED"
"1388";"Portugal";2003;10531911348;2679370405;"MED"
"1389";"Portugal";2004;12043477831;2893603679;"MED"
"1390";"Portugal";2005;12089564686;2853497542;"MED"
"1391";"Portugal";2006;13799124832;2979967199;"MED"
"1392";"Portugal";2007;16293373687;3295410732;"MED"
"1393";"Portugal";2008;17303175339;3159991645;"MED"
"1394";"Portugal";2009;13655714146;2936678937;"MED"
"1395";"Portugal";2010;15133701839;3322251161;"MED"
"1396";"Portugal";2011;18480972653;3511752926;"MED"
"1397";"Portugal";2012;17641537260;3668603412;"MED"
"1398";"Portugal";2013;18065711133;3652992175;"MED"
"1399";"Portugal";2014;18511113362;3859813483;"MED"
"1400";"Portugal";2015;16365216266,3;3721323849;"MED"
"1401";"Portugal";2016;16285952461,228;4065945194;"MED"
"1402";"Portugal";2017;18680147227,761;4388664181;"MED"
"1403";"Portugal";2018;24314780938,156;4904250855;"MED"
"1404";"Portugal";2019;22979805633,975;2583358894;"MED"
"1405";"Portugal";2020;20940659215,455;4799270638;"MED"
"1406";"Portugal";2021;25184040900,088;2608523811;"MED"
"1407";"Spain";1988;14308184691;6625241654;"MED"
"1408";"Spain";1989;16180920767;6124356264;"MED"
"1409";"Spain";1990;21723321615;6724379788;"MED"
"1410";"Spain";1991;24320127930;6923189281;"MED"
"1411";"Spain";1992;27247300503;7651005247;"MED"
"1412";"Spain";1993;24844893366;7443265844;"MED"
"1413";"Spain";1994;30295150972;8545093168;"MED"
"1414";"Spain";1995;38680564829;9640820753;"MED"
"1415";"Spain";1996;43687840583;11091831749;"MED"
"1416";"Spain";1997;44170422128;11986088057;"MED"
"1417";"Spain";1998;47586131451;12947467982;"MED"
"1418";"Spain";1999;48749894937;14296974864;"MED"
"1419";"Spain";2000;49031828209,887;11214004764;"MED"
"1420";"Spain";2001;49395772658,649;12636910839;"MED"
"1421";"Spain";2002;52964758242,856;11540351499;"MED"
"1422";"Spain";2003;70710346747,442;15107730753;"MED"
"1423";"Spain";2004;78702264768,756;12569743103;"MED"
"1424";"Spain";2005;81151825519,002;14050924705;"MED"
"1425";"Spain";2006;89292404920,934;17385239791;"MED"
"1426";"Spain";2007;104976754734,978;14198930530;"MED"
"1427";"Spain";2008;107332438182,223;15006843539;"MED"
"1428";"Spain";2009;83022661632,932;11694075137;"MED"
"1429";"Spain";2010;90425497105,823;8442584301;"MED"
"1430";"Spain";2011;106819057495,204;7453822288;"MED"
"1431";"Spain";2012;97758633861,978;9289997730;"MED"
"1432";"Spain";2013;110231954493,616;10183980792;"MED"
"1433";"Spain";2014;113250198882,981;10253669685;"MED"
"1434";"Spain";2015;103866203469,848;8648895564;"MED"
"1435";"Spain";2016;108620232014,643;9724192323;"MED"
"1436";"Spain";2017;115371484589,908;9124857422;"MED"
"1437";"Spain";2018;123534190667,865;9152306332;"MED"
"1438";"Spain";2019;118287929221,402;13613238650;"MED"
"1439";"Spain";2020;105940669602,837;14806163582;"MED"
"1440";"Spain";2021;126663613594,805;16297074170;"MED"
"1441";"Austria";1988;3652207200;173087115;"HIGH"
"1442";"Austria";1989;3575439981;199730760;"HIGH"
"1443";"Austria";1990;5068879444;203221644;"HIGH"
"1444";"Austria";1991;5118338188;201674967;"HIGH"
"1445";"Austria";1992;4824465202;181690858;"HIGH"
"1446";"Austria";1993;4660029798;194891983;"HIGH"
"1447";"Austria";1994;5380446231;216633360;"HIGH"
"1448";"Austria";1995;5773751771;188982558;"HIGH"
"1449";"Austria";1996;5983418784;204881313;"HIGH"
"1450";"Austria";1997;6632945112;215891964;"HIGH"
"1451";"Austria";1998;7399265258;251192974;"HIGH"
"1452";"Austria";1999;7186602310;222587819;"HIGH"
"1453";"Austria";2000;8852459713;283882654;"HIGH"
"1454";"Austria";2001;9246878611;305893569;"HIGH"
"1455";"Austria";2002;10806392108;298240906;"HIGH"
"1456";"Austria";2003;13247583368;348095267;"HIGH"
"1457";"Austria";2004;17363901511;200604431;"HIGH"
"1458";"Austria";2005;16176668292;367196234;"HIGH"
"1459";"Austria";2006;18530571001;390984159;"HIGH"
"1460";"Austria";2007;21843253978;471115500;"HIGH"
"1461";"Austria";2008;24060459348;449833281;"HIGH"
"1462";"Austria";2009;20799137934;323770745;"HIGH"
"1463";"Austria";2010;22675065876;293182491;"HIGH"
"1464";"Austria";2011;25793322027;443159709;"HIGH"
"1465";"Austria";2012;25592184133;456497758;"HIGH"
"1466";"Austria";2013;28299091136;498491637;"HIGH"
"1467";"Austria";2014;29466902415;500877809;"HIGH"
"1468";"Austria";2015;25003392656;516282933;"HIGH"
"1469";"Austria";2016;25100440781;533027664;"HIGH"
"1470";"Austria";2017;28131657958;549381090;"HIGH"
"1471";"Austria";2018;29236753909;555210748;"HIGH"
"1472";"Austria";2019;29109600314;552435395;"HIGH"
"1473";"Austria";2020;29088527693;533462405;"HIGH"
"1474";"Austria";2021;36320520962;567669169;"HIGH"
"1475";"Belgium";1999;19422799757;563290804;"HIGH"
"1476";"Belgium";2000;22494328037;535355860;"HIGH"
"1477";"Belgium";2001;24953865671;208809380;"HIGH"
"1478";"Belgium";2002;35764956685;178090090;"HIGH"
"1479";"Belgium";2003;42029628621;248638335;"HIGH"
"1480";"Belgium";2004;49453202192;271683652;"HIGH"
"1481";"Belgium";2005;54422580088;264512115;"HIGH"
"1482";"Belgium";2006;57607884373;284852881;"HIGH"
"1483";"Belgium";2007;69177937928;272259095;"HIGH"
"1484";"Belgium";2008;73544613261;406479574;"HIGH"
"1485";"Belgium";2009;71255494821;313349810;"HIGH"
"1486";"Belgium";2010;27552369934;522269307;"HIGH"
"1487";"Belgium";2011;29018853119;543153220;"HIGH"
"1488";"Belgium";2012;26492896718;388696982;"HIGH"
"1489";"Belgium";2013;31448365114;399141974;"HIGH"
"1490";"Belgium";2014;33834148626;393524322;"HIGH"
"1491";"Belgium";2015;28793960592;368206878;"HIGH"
"1492";"Belgium";2016;38562619231;339980951;"HIGH"
"1493";"Belgium";2017;42925363810;447906807;"HIGH"
"1494";"Belgium";2018;47758889857;483591791;"HIGH"
"1495";"Belgium";2019;55111175309;511126177;"HIGH"
"1496";"Belgium";2020;61557622684;504437451;"HIGH"
"1497";"Belgium";2021;90580615120;602890066;"HIGH"
"1498";"Finland";1988;1543830421;60827725;"HIGH"
"1499";"Finland";1989;1983556805;67507907;"HIGH"
"1500";"Finland";1990;2618575145;75430481;"HIGH"
"1501";"Finland";1991;2199381477;75329243;"HIGH"
"1502";"Finland";1992;2662057088;81355273;"HIGH"
"1503";"Finland";1993;3306543438;105790715;"HIGH"
"1504";"Finland";1994;4719611629;136095864;"HIGH"
"1505";"Finland";1995;7263005191;165325548;"HIGH"
"1506";"Finland";1996;7863037950;169328101;"HIGH"
"1507";"Finland";1997;8711698820;194673515;"HIGH"
"1508";"Finland";1998;10543057361;215031064;"HIGH"
"1509";"Finland";1999;11098118727;184354586;"HIGH"
"1510";"Finland";2000;13743601407;211787253;"HIGH"
"1511";"Finland";2001;11679146860;295104168;"HIGH"
"1512";"Finland";2002;11792971445;222053333;"HIGH"
"1513";"Finland";2003;13384436193;214561961;"HIGH"
"1514";"Finland";2004;14291461295;244558742;"HIGH"
"1515";"Finland";2005;17717355647;250319931;"HIGH"
"1516";"Finland";2006;18346887463;272135729;"HIGH"
"1517";"Finland";2007;19705656537;266647588;"HIGH"
"1518";"Finland";2008;21907163312;241641306;"HIGH"
"1519";"Finland";2009;12914371362;225569761;"HIGH"
"1520";"Finland";2010;11028830294;183386155;"HIGH"
"1521";"Finland";2011;10806648039;178560176;"HIGH"
"1522";"Finland";2012;9752599718;189370627;"HIGH"
"1523";"Finland";2013;8684474506;181234057;"HIGH"
"1524";"Finland";2014;8950283614;226888163;"HIGH"
"1525";"Finland";2015;7428545881;199344458;"HIGH"
"1526";"Finland";2016;6915210731;167878511;"HIGH"
"1527";"Finland";2017;7808639465;212874001;"HIGH"
"1528";"Finland";2018;8078445913;216979001;"HIGH"
"1529";"Finland";2019;7713890540;18747686;"HIGH"
"1530";"Finland";2020;7779218419;186263005;"HIGH"
"1531";"Finland";2021;9346427409;187090275;"HIGH"
"1532";"France";1988;23963293096;625561725;"HIGH"
"1533";"France";1989;26027713420;757386238;"HIGH"
"1534";"France";1990;31787954880;816081991;"HIGH"
"1535";"France";1991;36035920448;847885664;"HIGH"
"1536";"France";1992;39059258664;879984591;"HIGH"
"1537";"France";1993;36402062632;1015634718;"HIGH"
"1538";"France";1994;41137326480;1049647305;"HIGH"
"1539";"France";1995;52762720544;1131545756;"HIGH"
"1540";"France";1996;54694176848;1238579278;"HIGH"
"1541";"France";1997;58041614600;1321809731;"HIGH"
"1542";"France";1998;64801917408;1469862247;"HIGH"
"1543";"France";1999;65127493136;1504396882;"HIGH"
"1544";"France";2000;69620615008;1637491060;"HIGH"
"1545";"France";2001;68248383268;1633852346;"HIGH"
"1546";"France";2002;68628569955;1653131749;"HIGH"
"1547";"France";2003;76258536581;1623454463;"HIGH"
"1548";"France";2004;87131697278;1594921720;"HIGH"
"1549";"France";2005;91815756924;1611788214;"HIGH"
"1550";"France";2006;1,04437e+11;1742888886;"HIGH"
"1551";"France";2007;1,10759e+11;700344676;"HIGH"
"1552";"France";2008;1,2513e+11;836072544;"HIGH"
"1553";"France";2009;1,10943e+11;382107290;"HIGH"
"1554";"France";2010;1,27385e+11;433952930;"HIGH"
"1555";"France";2011;1,35826e+11;1575100931;"HIGH"
"1556";"France";2012;1,37262e+11;1556365671;"HIGH"
"1557";"France";2013;1,40393e+11;1567892202;"HIGH"
"1558";"France";2014;1,37896e+11;1534631713;"HIGH"
"1559";"France";2015;1,24187e+11;1540917395;"HIGH"
"1560";"France";2016;1,23295e+11;1564068596;"HIGH"
"1561";"France";2017;1,2503e+11;1578164902;"HIGH"
"1562";"France";2018;1,31248e+11;1172691779;"HIGH"
"1563";"France";2019;1,33644e+11;1590796738;"HIGH"
"1564";"France";2020;1,06194e+11;1604061502;"HIGH"
"1565";"France";2021;1,15919e+11;1624607698;"HIGH"
"1566";"Germany";1991;59972467296;1399024438;"HIGH"
"1567";"Germany";1992;62556232416;1364696175;"HIGH"
"1568";"Germany";1993;56208757152;1330525269;"HIGH"
"1569";"Germany";1994;65170081760;1498754539;"HIGH"
"1570";"Germany";1995;80115443120;1623830558;"HIGH"
"1571";"Germany";1996;78639632352;1713904690;"HIGH"
"1572";"Germany";1997;82258448960;1869306748;"HIGH"
"1573";"Germany";1998;92355920648;2042055053;"HIGH"
"1574";"Germany";1999;97434145472;4374930530;"HIGH"
"1575";"Germany";2000;1,02442e+11;2345558458;"HIGH"
"1576";"Germany";2001;1,11867e+11;2516374591;"HIGH"
"1577";"Germany";2002;1,151e+11;2643450552;"HIGH"
"1578";"Germany";2003;1,3251e+11;2637360450;"HIGH"
"1579";"Germany";2004;1,71195e+11;2829665686;"HIGH"
"1580";"Germany";2005;1,88629e+11;3117446028;"HIGH"
"1581";"Germany";2006;2,1385e+11;3406530862;"HIGH"
"1582";"Germany";2007;2,36301e+11;3472329968;"HIGH"
"1583";"Germany";2008;2,63575e+11;3963345074;"HIGH"
"1584";"Germany";2009;2,27119e+11;2570509284;"HIGH"
"1585";"Germany";2010;2,49746e+11;4037887142;"HIGH"
"1586";"Germany";2011;2,76368e+11;4350164686;"HIGH"
"1587";"Germany";2012;2,72768e+11;4403189798;"HIGH"
"1588";"Germany";2013;2,78397e+11;4124489407;"HIGH"
"1589";"Germany";2014;2,8735e+11;4003780848;"HIGH"
"1590";"Germany";2015;2,67227e+11;4111845685;"HIGH"
"1591";"Germany";2016;2,73778e+11;3816076098;"HIGH"
"1592";"Germany";2017;2,97911e+11;4136606351;"HIGH"
"1593";"Germany";2018;3,24848e+11;4256476113;"HIGH"
"1594";"Germany";2019;3,16099e+11;4243155542;"HIGH"
"1595";"Germany";2020;3,02253e+11;4155238311;"HIGH"
"1596";"Germany";2021;3,46112e+11;3743472435;"HIGH"
"1597";"Greece";1988;99965954;4823034;"HIGH"
"1598";"Greece";1989;118732209;6794240;"HIGH"
"1599";"Greece";1990;135194763;7839941;"HIGH"
"1600";"Greece";1991;167173971;9546074;"HIGH"
"1601";"Greece";1992;165865044;11899554;"HIGH"
"1602";"Greece";1993;228075021;10771928;"HIGH"
"1603";"Greece";1994;217706654;10887921;"HIGH"
"1604";"Greece";1995;291135011;11549248;"HIGH"
"1605";"Greece";1996;312254130;11157350;"HIGH"
"1606";"Greece";1997;348096821;13916570;"HIGH"
"1607";"Greece";1998;523919312;20060813;"HIGH"
"1608";"Greece";1999;623797615;20636725;"HIGH"
"1609";"Greece";2000;846505264;25525169;"HIGH"
"1610";"Greece";2001;760983349;92993247;"HIGH"
"1611";"Greece";2002;785021430;33673762;"HIGH"
"1612";"Greece";2003;1270856983;127406331;"HIGH"
"1613";"Greece";2004;1546108522;48094348;"HIGH"
"1614";"Greece";2005;1870557425;53308870;"HIGH"
"1615";"Greece";2006;2052306215;153471087;"HIGH"
"1616";"Greece";2007;2144833276;62193308;"HIGH"
"1617";"Greece";2008;2654275038;66387799;"HIGH"
"1618";"Greece";2009;2539051632;69316626;"HIGH"
"1619";"Greece";2010;2464567552;79176820;"HIGH"
"1620";"Greece";2011;2512317536;81226033;"HIGH"
"1621";"Greece";2012;2306165788;82007158;"HIGH"
"1622";"Greece";2013;2340239116;92464004;"HIGH"
"1623";"Greece";2014;2595759095;91450072;"HIGH"
"1624";"Greece";2015;2427520767;104346766;"HIGH"
"1625";"Greece";2016;2506241803;119826701;"HIGH"
"1626";"Greece";2017;2599694844;122956389;"HIGH"
"1627";"Greece";2018;3278451195;103941907;"HIGH"
"1628";"Greece";2019;3761695338;120960494;"HIGH"
"1629";"Greece";2020;4945025824;171633157;"HIGH"
"1630";"Greece";2021;5485629729;255059852;"HIGH"
"1631";"Ireland";1988;4902145235;87028760;"HIGH"
"1632";"Ireland";1989;5774147460;97397874;"HIGH"
"1633";"Ireland";1990;6618540005;100647796;"HIGH"
"1634";"Ireland";1991;6426654747;107234395;"HIGH"
"1635";"Ireland";1992;7226923569;111492483;"HIGH"
"1636";"Ireland";1993;8169447647;134718417;"HIGH"
"1637";"Ireland";1994;10232050947;158383789;"HIGH"
"1638";"Ireland";1995;14866317048;188461299;"HIGH"
"1639";"Ireland";1996;16829970486;245700423;"HIGH"
"1640";"Ireland";1997;20618786675;243763026;"HIGH"
"1641";"Ireland";1998;25088287730;302646286;"HIGH"
"1642";"Ireland";1999;29589855382;403498764;"HIGH"
