ect_x,tech,reporter,year,ect_m
-10.5742989848353,HIGH,Italy,2004,6.66263259308319
-10.5717322982219,HIGH,Italy,2009,6.83404477488692
-10.5623515212357,HIGH,Italy,2006,6.7432782356422
-10.5584632504299,HIGH,Italy,2005,6.70868414385445
-10.5391865030766,HIGH,Italy,2007,6.82153218912506
-10.5385556278605,HIGH,Italy,2003,6.65513079297313
-10.5320427659492,HIGH,Italy,2008,6.87603343320263
-10.5220729812183,HIGH,Italy,2000,6.51564533799496
-10.507843967002,LOW,Greece,2012,-2.49087246043061
-10.5063074909306,HIGH,Italy,1994,6.13409681416602
-10.4986949498804,LOW,Greece,2010,-2.55695767909995
