"","V1","inst_income"
"183","Ireland","217.834458753674"
"184","Ireland","236.758823116777"
"185","Ireland","237.842991671899"
"186","Ireland","223.732523129413"
"187","Ireland","220.379640621022"
"188","Ireland","216.237801058983"
"189","Ireland","212.912294053235"
"190","Ireland","211.774360997426"
"191","Ireland","219.416812131669"
"192","Ireland","228.108657533893"
"193","Ireland","241.585050244891"
"194","Ireland","250.443121672172"
"195","Ireland","263.874135171582"
"196","Ireland","275.894940345653"
"197","Italy","1490.74194075486"
"198","Italy","1454.15579933355"
"199","Italy","1465.96463973554"
"200","Italy","1471.17798562908"
"201","Italy","1484.10935817983"
"202","Italy","1523.28795545572"
"203","Italy","1567.9296249402"
"204","Italy","1604.45148037942"
"205","Italy","1648.68888993807"
"206","Italy","1676.82513352148"
"207","Italy","1681.49822991172"
"208","Italy","1695.45323310033"
"209","Italy","1710.2241737539"
"210","Italy","1730.06010803466"
"211","Italy","1745.17349516974"
"212","Italy","1762.59376004666"
"213","Italy","1753.3823205748"
"214","Italy","1733.61932615833"
"215","Italy","1749.87255320658"
"216","Italy","1741.87883858774"
"217","Italy","1686.35676663489"
"218","Italy","1651.26651056601"
"219","Italy","1650.90799258899"
"220","Italy","1671.09502723346"
"221","Italy","1689.20636641783"
"222","Italy","1708.31661086233"
"223","Italy","1720.50498581241"
"224","Italy","1720.76089347187"
"225","Netherlands","431.759437014386"
"226","Netherlands","438.179631612113"
"227","Netherlands","448.476056968147"
"228","Netherlands","462.317934657708"
"229","Netherlands","478.59330629292"
"230","Netherlands","500.310267081179"
"231","Netherlands","530.182115427645"
"232","Netherlands","559.814875361164"
"233","Netherlands","582.628328752171"
"234","Netherlands","600.927508841276"
"235","Netherlands","615.343356536046"
"236","Netherlands","620.646384879477"
"237","Netherlands","623.258997867172"
"238","Netherlands","630.340749314457"
"239","Netherlands","648.145497721867"
"240","Netherlands","664.821559443202"
"241","Netherlands","677.245792767407"
"242","Netherlands","679.865980833532"
"243","Netherlands","682.918737440838"
"244","Netherlands","682.093369520232"
"245","Netherlands","673.339103881247"
"246","Netherlands","668.7632830671"
"247","Netherlands","672.068542288742"
"248","Netherlands","681.360796310393"
"249","Netherlands","690.523484928064"
"250","Netherlands","703.656145899613"
"251","Netherlands","719.415623130912"
"252","Netherlands","731.908032160988"
"253","Portugal","138.997833524395"
"254","Portugal","139.725707255256"
"255","Portugal","141.149971333568"
"256","Portugal","143.416774939165"
"257","Portugal","147.747783816409"
"258","Portugal","151.946120611278"
"259","Portugal","159.042143828097"
"260","Portugal","166.057414928167"
"261","Portugal","171.819536900465"
"262","Portugal","174.146545572585"
"263","Portugal","176.658367228728"
"264","Portugal","176.903385279275"
"265","Portugal","181.118623679975"
"266","Portugal","184.189523944692"
"267","Portugal","186.042845781491"
"268","Portugal","189.593950494235"
"269","Portugal","191.720680660656"
"270","Portugal","189.51452399363"
"271","Portugal","192.128970432892"
"272","Portugal","185.641957366056"
"273","Portugal","177.240423183791"
"274","Portugal","175.170804979558"
"275","Portugal","177.916708353063"
"276","Portugal","180.807877162307"
"277","Portugal","184.423163790006"
"278","Portugal","187.294669293119"
"279","Portugal","191.074995130699"
"280","Portugal","196.407396536439"
"281","Spain","705.148357514636"
"282","Spain","698.970004371471"
"283","Spain","705.612900110028"
"284","Spain","718.787911170123"
"285","Spain","734.124788125711"
"286","Spain","754.408758532345"
"287","Spain","785.981177382487"
"288","Spain","821.723705751959"
"289","Spain","858.106326919991"
"290","Spain","891.10723009484"
"291","Spain","919.759304770961"
"292","Spain","946.308579540526"
"293","Spain","989.198599575498"
"294","Spain","1033.09248792029"
"295","Spain","1076.19671722845"
"296","Spain","1119.54304104061"
"297","Spain","1129.23189124297"
"298","Spain","1110.41696549679"
"299","Spain","1117.88513731682"
"300","Spain","1097.79636352598"
"301","Spain","1058.99533233884"
"302","Spain","1030.95039518848"
"303","Spain","1042.29841662512"
"304","Spain","1070.36490145385"
"305","Spain","1094.60223708564"
"306","Spain","1122.17185780143"
"307","Spain","1142.62187208254"
"308","Spain","1157.14373979164"
