ect_x,tech,reporter,year,ect_m
-13.2567757522986,PRIM,Spain,2011,13.4989700150151
-13.2505176019085,PRIM,Spain,2003,13.3352848351938
-13.2489340495283,PRIM,Spain,2001,13.4188971633165
-13.2427013753252,RES,Spain,2013,8.08034995380544
-13.1888697205725,PRIM,Spain,1998,13.2443567639109
-13.108910832665,PRIM,Spain,2012,13.6536321005656
-12.9949257499186,PRIM,Spain,2019,13.5841010211019
-12.9665600307985,PRIM,Spain,2018,13.5001094321902
-12.9527409744703,PRIM,Spain,2017,13.4233840920785
-12.9214045545804,PRIM,Spain,2013,13.7891713247314
-12.8697449031522,PRIM,Spain,2016,13.5982891317317
-12.8318826674884,PRIM,Spain,2014,13.7645507938935
-12.8203167775423,PRIM,Spain,2015,13.7428055851625
-12.3229613780953,LOW,Spain,1993,7.18382392319539
-12.1228778797814,LOW,Spain,1994,6.91885554721325
-12.0293745620429,LOW,Spain,2010,6.83289450668115
-12.0058165075872,LOW,Spain,2009,6.97487590522526
-12.0028661296691,LOW,Spain,2007,6.95517061288459
-11.9947221734613,LOW,Spain,2008,6.99656993936486
-11.9661885399315,LOW,Spain,2006,6.93624140953106
-11.9623485233827,LOW,Spain,1995,6.95153907374333
-11.9393468024072,LOW,Spain,2005,6.9236274178669
-11.9312533183321,LOW,Spain,2011,6.94980494759354
-11.9256049178365,LOW,Spain,1996,6.95125889524808
-11.888376671056,LOW,Spain,2004,6.89823903329625
-11.8785837660801,LOW,Spain,2000,7.00595415101595
-11.8354610772531,LOW,Spain,1997,7.00298040345686
-11.8340579224597,LOW,Spain,1999,7.02975140484559
-11.832351885044,LOW,Spain,2012,7.00048415995403
-11.8284595520639,LOW,Spain,2001,6.99597094514861
-11.8256598242033,LOW,Spain,2003,6.9106420038193
-11.8243352735431,LOW,Spain,2002,6.93979692551156
-11.7348840964062,LOW,Spain,2013,6.979705384781
-11.7212689009266,LOW,Spain,1998,7.04086180348626
-11.6832344719834,LOW,Spain,2019,6.93195229427763
-11.6738919153111,LOW,Spain,2014,6.99669709988981
-11.672340549592,LOW,Spain,2018,6.9659657373571
-11.6684864108904,LOW,Spain,2017,6.98406709735103
-11.6648983782331,LOW,Spain,2015,7.06478065702465
-11.6413070650872,LOW,Spain,2016,7.02947222444246
-11.2612676819911,RES,Portugal,2002,15.8020156704452
-11.229096087017,RES,Portugal,2000,15.7207222965058
-11.2281304319065,RES,Portugal,2003,15.8034983755172
-11.1777853092649,RES,Portugal,1999,15.7977646519408
-11.1749399959389,RES,Portugal,2005,15.7972331268359
-11.1668802585707,RES,Portugal,2017,15.7849827247856
-11.1656448049238,RES,Portugal,2001,15.7813346941367
-11.1592584378849,RES,Portugal,2004,15.8618257486909
-11.1485950518418,RES,Portugal,2018,15.8455924065342
-11.1404133194777,RES,Portugal,2008,15.8641859904727
-11.1269987098201,RES,Portugal,2009,15.9407792743811
-11.1218397662674,RES,Portugal,2006,15.9879668330443
-11.1071161393727,RES,Portugal,1994,15.695802524451
-11.0965351578587,RES,Portugal,2010,15.8655459723155
-11.0883525021309,RES,Portugal,2019,15.9289358533569
-11.0734651208769,RES,Portugal,1997,15.8866399721812
-11.0714698021199,RES,Portugal,1998,15.8724903318174
-11.0664786905751,RES,Portugal,2007,15.9241274380759
-11.0456815407646,RES,Portugal,1995,15.6983269809293
-11.0432678980835,RES,Portugal,2016,15.8505838475446
-11.0175919854958,RES,Portugal,1993,15.789983115872
-10.9727383278453,RES,Portugal,2011,15.9152521227234
-10.9491673786867,RES,Portugal,1996,15.9433613213964
