"";"reporter";"year";"sum";"qt";"tech"
"1630";"Greece";2021;10386583930,612;374564990,457;"HIGH"
"1631";"Ireland";1988;2947326758;68336653;"HIGH"
"1632";"Ireland";1989;3516118062;79981842;"HIGH"
"1633";"Ireland";1990;4013020740;85004566;"HIGH"
"1634";"Ireland";1991;4213715540;87025176;"HIGH"
"1635";"Ireland";1992;4649195670;170695812;"HIGH"
"1636";"Ireland";1993;5347141643;93066672;"HIGH"
"1637";"Ireland";1994;6727213679;105633990;"HIGH"
"1638";"Ireland";1995;10019535524;148806377;"HIGH"
"1639";"Ireland";1996;10478351995;214881945;"HIGH"
"1640";"Ireland";1997;12649419701;189077482;"HIGH"
"1641";"Ireland";1998;15778354251;238813801;"HIGH"
"1642";"Ireland";1999;18232851402;305665178;"HIGH"
"1643";"Ireland";2000;20732347250,979;325468570,527;"HIGH"
"1644";"Ireland";2001;21908163106,216;324444555,444;"HIGH"
"1645";"Ireland";2002;22105519542,085;361242606,517;"HIGH"
"1646";"Ireland";2003;19877436095,112;341656607,459;"HIGH"
"1647";"Ireland";2004;22485832158,151;317708755,62;"HIGH"
"1648";"Ireland";2005;25469689295,381;413703666,342;"HIGH"
"1649";"Ireland";2006;28802190080,347;498794036,232;"HIGH"
"1650";"Ireland";2007;30183541412,928;348863768,293;"HIGH"
"1651";"Ireland";2008;27191572523,222;447899823,504;"HIGH"
"1652";"Ireland";2009;24368471624,512;258461310,362;"HIGH"
"1653";"Ireland";2010;20240675722,938;222097825,867;"HIGH"
"1654";"Ireland";2011;24368869128,053;241444762,485;"HIGH"
"1655";"Ireland";2012;25593230208,908;154397367,013;"HIGH"
"1656";"Ireland";2013;23885026189,48;176132895,853;"HIGH"
"1657";"Ireland";2014;27565499041,053;171315058,637;"HIGH"
"1658";"Ireland";2015;27684395172,145;211059468,248;"HIGH"
"1659";"Ireland";2016;32887103686,936;202709391,448;"HIGH"
"1660";"Ireland";2017;41064499447,876;198423872,311;"HIGH"
"1661";"Ireland";2018;49377770571,125;282849914,218;"HIGH"
"1662";"Ireland";2019;43431920681,16;230570011,411;"HIGH"
"1663";"Ireland";2020;36647081187,468;285547374,668;"HIGH"
"1664";"Ireland";2021;45858417254,483;221231473,224;"HIGH"
"1665";"Italy";1988;18137681532;470961894;"HIGH"
"1666";"Italy";1989;19278594652;473391572;"HIGH"
"1667";"Italy";1990;23778304232;512948478;"HIGH"
"1668";"Italy";1991;25240342520;497135472;"HIGH"
"1669";"Italy";1992;25734448904;536324431;"HIGH"
"1670";"Italy";1993;20138897940;508066424;"HIGH"
"1671";"Italy";1994;22779884420;522407448;"HIGH"
"1672";"Italy";1995;27120203348;641555403;"HIGH"
"1673";"Italy";1996;28281871836;672285702;"HIGH"
"1674";"Italy";1997;28740091536;699634179;"HIGH"
"1675";"Italy";1998;32424947568;800186764;"HIGH"
"1676";"Italy";1999;34950021620;889081595;"HIGH"
"1677";"Italy";2000;37145352887;974690318;"HIGH"
"1678";"Italy";2001;36031767761;971727636;"HIGH"
"1679";"Italy";2002;37447782178;972882595;"HIGH"
"1680";"Italy";2003;41763976773;1014758566;"HIGH"
"1681";"Italy";2004;50867248674;1108564992;"HIGH"
"1682";"Italy";2005;52301056844;1170823308;"HIGH"
"1683";"Italy";2006;55410567278;1304737794;"HIGH"
"1684";"Italy";2007;61025156406;1681831243;"HIGH"
"1685";"Italy";2008;65179302519;822336450;"HIGH"
"1686";"Italy";2009;60022072745;726227064;"HIGH"
"1687";"Italy";2010;75581264594;864689562;"HIGH"
"1688";"Italy";2011;78610085300;962744491;"HIGH"
"1689";"Italy";2012;65911402402;1589094323;"HIGH"
"1690";"Italy";2013;64016309821;1344302117;"HIGH"
"1691";"Italy";2014;64186294335;1325275564;"HIGH"
"1692";"Italy";2015;60613038391,57;1327586841,571;"HIGH"
"1693";"Italy";2016;60780419709,022;817160101,547;"HIGH"
"1694";"Italy";2017;64772219047,372;1414514444,317;"HIGH"
"1695";"Italy";2018;73238449586,931;822857227,713;"HIGH"
"1696";"Italy";2019;72909778192,006;1326820871,601;"HIGH"
"1697";"Italy";2020;73528319631,018;971934084,843;"HIGH"
"1698";"Italy";2021;85386369998,98;2063436156,823;"HIGH"
"1699";"Netherlands";1988;14638290824;363703147;"HIGH"
"1700";"Netherlands";1989;15701539592;386622859;"HIGH"
"1701";"Netherlands";1990;19326528062;418575862;"HIGH"
"1702";"Netherlands";1991;19448087212;429137004;"HIGH"
"1703";"Netherlands";1992;21043721616;415896067;"HIGH"
"1704";"Netherlands";1993;20029038880;517509395;"HIGH"
"1705";"Netherlands";1994;23432108280;507037358;"HIGH"
"1706";"Netherlands";1995;30932783328;616643065;"HIGH"
"1707";"Netherlands";1996;31986763592;694002582;"HIGH"
"1708";"Netherlands";1997;40304300304;842072251;"HIGH"
"1709";"Netherlands";1998;41121220588;380784928;"HIGH"
"1710";"Netherlands";1999;47139258677;412727973;"HIGH"
"1711";"Netherlands";2000;51330858205;641039542;"HIGH"
"1712";"Netherlands";2001;45712508276;684012383;"HIGH"
"1713";"Netherlands";2002;40251052148;757091896;"HIGH"
"1714";"Netherlands";2003;57454404794;802046490;"HIGH"
"1715";"Netherlands";2004;73878459672;1026255559;"HIGH"
"1716";"Netherlands";2005;76773274287;1135487304;"HIGH"
"1717";"Netherlands";2006;85188817234;1260593062;"HIGH"
"1718";"Netherlands";2007;96271416644;1244056863;"HIGH"
"1719";"Netherlands";2008;92679966364;406277835;"HIGH"
"1720";"Netherlands";2009;77899437852;NA;"HIGH"
"1721";"Netherlands";2010;92954871906;274232075;"HIGH"
"1722";"Netherlands";2011;99971155249,764;2384293164,748;"HIGH"
"1723";"Netherlands";2012;97451829851,959;2007231337,409;"HIGH"
"1724";"Netherlands";2013;99702770201,791;1955252431,018;"HIGH"
"1725";"Netherlands";2014;101051827377,384;2358097936,135;"HIGH"
"1726";"Netherlands";2015;87337400779,851;2614787019,452;"HIGH"
"1727";"Netherlands";2016;89069443614,168;1866969561,42;"HIGH"
"1728";"Netherlands";2017;98973813687,87;2157701918,749;"HIGH"
"1729";"Netherlands";2018;107464525524,239;3386868429,157;"HIGH"
"1730";"Netherlands";2019;111471427395,094;3827927454,628;"HIGH"
"1731";"Netherlands";2020;116581012503,564;4427131907,762;"HIGH"
"1732";"Netherlands";2021;132100642402,149;4209335239,736;"HIGH"
"1733";"Portugal";1988;1758020906;57482437;"HIGH"
"1734";"Portugal";1989;1847332131;62317294;"HIGH"
"1735";"Portugal";1990;2555342221;76058052;"HIGH"
"1736";"Portugal";1991;2828694272;87252172;"HIGH"
"1737";"Portugal";1992;3353801519;93393789;"HIGH"
"1738";"Portugal";1993;2531850308;89109335;"HIGH"
"1739";"Portugal";1994;3109197847;85063921;"HIGH"
"1740";"Portugal";1995;4013352181;108417742;"HIGH"
"1741";"Portugal";1996;3873463031;115428689;"HIGH"
"1742";"Portugal";1997;4085578849;132501406;"HIGH"
"1743";"Portugal";1998;4788414179;143753263;"HIGH"
"1744";"Portugal";1999;5566853710;157257665;"HIGH"
"1745";"Portugal";2000;5568791982;104117789;"HIGH"
"1746";"Portugal";2001;5824483823;106787562;"HIGH"
"1747";"Portugal";2002;5550253103;148829483;"HIGH"
"1748";"Portugal";2003;7105339119;121332313;"HIGH"
"1749";"Portugal";2004;8949742036;161522556;"HIGH"
"1750";"Portugal";2005;9677187287;168534213;"HIGH"
"1751";"Portugal";2006;10452233736;183860041;"HIGH"
"1752";"Portugal";2007;11892503156;174685543;"HIGH"
"1753";"Portugal";2008;13299883168;270774140;"HIGH"
"1754";"Portugal";2009;10475267095;508023200;"HIGH"
"1755";"Portugal";2010;9768638494;298987936;"HIGH"
"1756";"Portugal";2011;9591515246;248935818;"HIGH"
"1757";"Portugal";2012;8325413545;229178711;"HIGH"
"1758";"Portugal";2013;8549531666;214700232;"HIGH"
"1759";"Portugal";2014;9058204169;221260363;"HIGH"
"1760";"Portugal";2015;7952862323,724;201017906,796;"HIGH"
"1761";"Portugal";2016;8974846728,845;223765136,153;"HIGH"
"1762";"Portugal";2017;9982225935,083;236050899,407;"HIGH"
"1763";"Portugal";2018;12190138589,171;287399079,458;"HIGH"
"1764";"Portugal";2019;14099549715,333;359514477,556;"HIGH"
"1765";"Portugal";2020;12194331490,045;335630798,02;"HIGH"
"1766";"Portugal";2021;14184983979,844;248722079,291;"HIGH"
"1767";"Spain";1988;8743999230;286848549;"HIGH"
"1768";"Spain";1989;10928243560;377343001;"HIGH"
"1769";"Spain";1990;13384901158;362674266;"HIGH"
"1770";"Spain";1991;14418889396;401743413;"HIGH"
"1771";"Spain";1992;13611711150;423007939;"HIGH"
"1772";"Spain";1993;10865099936;481091346;"HIGH"
"1773";"Spain";1994;12416070448;521029675;"HIGH"
"1774";"Spain";1995;14630704020;1927841302;"HIGH"
"1775";"Spain";1996;17185528756;570950714;"HIGH"
"1776";"Spain";1997;16694605396;647028947;"HIGH"
"1777";"Spain";1998;18934925908;987536738;"HIGH"
"1778";"Spain";1999;22871869553;869893571;"HIGH"
"1779";"Spain";2000;24008706120,441;439096698,249;"HIGH"
"1780";"Spain";2001;22522754567,851;635651126,507;"HIGH"
"1781";"Spain";2002;23301739349,799;250640356,328;"HIGH"
"1782";"Spain";2003;28999181260,737;241403006,658;"HIGH"
"1783";"Spain";2004;35693297809,46;495547146,165;"HIGH"
"1784";"Spain";2005;39389368627,241;533323724,908;"HIGH"
"1785";"Spain";2006;44388853576,12;385039852,598;"HIGH"
"1786";"Spain";2007;53546734965,963;292592326,666;"HIGH"
"1787";"Spain";2008;63163813574,086;2351810822,333;"HIGH"
"1788";"Spain";2009;47100769588,779;858428616,075;"HIGH"
"1789";"Spain";2010;48268689345,055;1174733667,063;"HIGH"
"1790";"Spain";2011;47457611788,126;528436497,567;"HIGH"
"1791";"Spain";2012;41376422433,948;750340922,896;"HIGH"
"1792";"Spain";2013;42557619666,495;343198816,886;"HIGH"
"1793";"Spain";2014;44794813182,599;173626406,254;"HIGH"
"1794";"Spain";2015;43806591542,374;199157205,624;"HIGH"
"1795";"Spain";2016;43946277215,241;362356347,697;"HIGH"
"1796";"Spain";2017;47729307098,888;446964662,376;"HIGH"
"1797";"Spain";2018;50923980533,371;392698621,309;"HIGH"
"1798";"Spain";2019;49976632828,995;797590238,445;"HIGH"
"1799";"Spain";2020;51225071464,521;947586080,878;"HIGH"
"1800";"Spain";2021;64536126464,981;815128112,458;"HIGH"
